dataset,shot,shot_label,backbone,method,method_variant,seed,top1_acc,top1_acc_source,num_prototypes_per_class,prototype_init,cache_entries,execution_env,run_mode,raw_metrics_is_paper_result,raw_metrics_eligible_for_paper_tables,run_dir,metrics_json_path,metadata_json_path,preflight_report_path
eurosat,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,1,0.6203703703703703,top1_acc,2,medoid,20,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_2/medoid/seed_1/20260518T015708_8f4b8aa2,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_2/medoid/seed_1/20260518T015708_8f4b8aa2/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_2/medoid/seed_1/20260518T015708_8f4b8aa2/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_033_rs_cpc_seed1_shot8/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022142/result_run_preflight_report.json
eurosat,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_medoid,1,0.6238888888888889,top1_acc,4,medoid,40,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_4/medoid/seed_1/20260518T015724_1aac3f16,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_4/medoid/seed_1/20260518T015724_1aac3f16/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_4/medoid/seed_1/20260518T015724_1aac3f16/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_034_rs_cpc_seed1_shot8/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022143/result_run_preflight_report.json
eurosat,8,8,remoteclip_vit_b32,rs_cpc,rs_cpc_M8_medoid,1,0.7616666666666667,top1_acc,8,medoid,80,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_8/medoid/seed_1/20260518T015747_f9dc0638,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_8/medoid/seed_1/20260518T015747_f9dc0638/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_8/M_8/medoid/seed_1/20260518T015747_f9dc0638/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_035_rs_cpc_seed1_shot8/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022144/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,1,0.7322222222222222,top1_acc,1,mean,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/mean/seed_1/20260518T015757_ae1e24f0,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/mean/seed_1/20260518T015757_ae1e24f0/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/mean/seed_1/20260518T015757_ae1e24f0/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_036_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022146/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,1,0.7322222222222222,top1_acc,1,random_group_mean,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/random_group_mean/seed_1/20260518T015806_c8533cee,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/random_group_mean/seed_1/20260518T015806_c8533cee/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/random_group_mean/seed_1/20260518T015806_c8533cee/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_037_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022147/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,1,0.8014814814814815,top1_acc,2,random_group_mean,20,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_2/random_group_mean/seed_1/20260518T015817_aad4b555,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_2/random_group_mean/seed_1/20260518T015817_aad4b555/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_2/random_group_mean/seed_1/20260518T015817_aad4b555/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_038_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022148/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_random_group_mean,1,0.827037037037037,top1_acc,4,random_group_mean,40,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_4/random_group_mean/seed_1/20260518T015832_f28033e8,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_4/random_group_mean/seed_1/20260518T015832_f28033e8/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_4/random_group_mean/seed_1/20260518T015832_f28033e8/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_039_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022150/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M8_random_group_mean,1,0.8212962962962963,top1_acc,8,random_group_mean,80,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_8/random_group_mean/seed_1/20260518T015855_1028f2e6,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_8/random_group_mean/seed_1/20260518T015855_1028f2e6/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_8/random_group_mean/seed_1/20260518T015855_1028f2e6/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_040_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022151/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,1,0.7157407407407408,top1_acc,1,medoid,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/medoid/seed_1/20260518T015905_75da690a,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/medoid/seed_1/20260518T015905_75da690a/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_1/medoid/seed_1/20260518T015905_75da690a/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_041_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022153/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,1,0.6464814814814814,top1_acc,2,medoid,20,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_2/medoid/seed_1/20260518T015916_4b368d1b,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_2/medoid/seed_1/20260518T015916_4b368d1b/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_2/medoid/seed_1/20260518T015916_4b368d1b/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_042_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022154/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M4_medoid,1,0.6614814814814814,top1_acc,4,medoid,40,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_4/medoid/seed_1/20260518T015931_8b011395,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_4/medoid/seed_1/20260518T015931_8b011395/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_4/medoid/seed_1/20260518T015931_8b011395/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_043_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022155/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M8_medoid,1,0.7146296296296296,top1_acc,8,medoid,80,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_8/medoid/seed_1/20260518T015955_ea1a8364,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_8/medoid/seed_1/20260518T015955_ea1a8364/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_16/M_8/medoid/seed_1/20260518T015955_ea1a8364/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_044_rs_cpc_seed1_shot16/eurosat_remoteclip_vit_b32_rs_cpc_seed1/20260518T022157/result_run_preflight_report.json
eurosat,,zero_shot,remoteclip_vit_b32,zero_shot,zero_shot,2,0.32685185185185184,top1_acc,,,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/zero_shot/seed_2/20260518T020001_93abd5a1,results/raw/eurosat/remoteclip_vit_b32/zero_shot/seed_2/20260518T020001_93abd5a1/metrics.json,results/raw/eurosat/remoteclip_vit_b32/zero_shot/seed_2/20260518T020001_93abd5a1/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_045_zero_shot_seed2_shotNone/eurosat_remoteclip_vit_b32_zero_shot_seed2/20260518T022158/result_run_preflight_report.json
eurosat,1,1,remoteclip_vit_b32,tip_adapter,tip_adapter,2,0.5127777777777778,top1_acc,,,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_1/seed_2/20260518T020011_1a02610c,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_1/seed_2/20260518T020011_1a02610c/metrics.json,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_1/seed_2/20260518T020011_1a02610c/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_046_tip_adapter_seed2_shot1/eurosat_remoteclip_vit_b32_tip_adapter_seed2/20260518T022159/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,tip_adapter,tip_adapter,2,0.6596296296296297,top1_acc,,,20,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_2/seed_2/20260518T020022_17e6633a,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_2/seed_2/20260518T020022_17e6633a/metrics.json,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_2/seed_2/20260518T020022_17e6633a/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_047_tip_adapter_seed2_shot2/eurosat_remoteclip_vit_b32_tip_adapter_seed2/20260518T022201/result_run_preflight_report.json
eurosat,4,4,remoteclip_vit_b32,tip_adapter,tip_adapter,2,0.6738888888888889,top1_acc,,,40,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_4/seed_2/20260518T020037_31c7c88c,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_4/seed_2/20260518T020037_31c7c88c/metrics.json,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_4/seed_2/20260518T020037_31c7c88c/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_048_tip_adapter_seed2_shot4/eurosat_remoteclip_vit_b32_tip_adapter_seed2/20260518T022202/result_run_preflight_report.json
eurosat,8,8,remoteclip_vit_b32,tip_adapter,tip_adapter,2,0.7433333333333333,top1_acc,,,80,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_8/seed_2/20260518T020100_f33199bb,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_8/seed_2/20260518T020100_f33199bb/metrics.json,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_8/seed_2/20260518T020100_f33199bb/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_049_tip_adapter_seed2_shot8/eurosat_remoteclip_vit_b32_tip_adapter_seed2/20260518T022203/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,tip_adapter,tip_adapter,2,0.7566666666666667,top1_acc,,,160,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_16/seed_2/20260518T020140_e25b322f,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_16/seed_2/20260518T020140_e25b322f/metrics.json,results/raw/eurosat/remoteclip_vit_b32/tip_adapter/shot_16/seed_2/20260518T020140_e25b322f/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_050_tip_adapter_seed2_shot16/eurosat_remoteclip_vit_b32_tip_adapter_seed2/20260518T022205/result_run_preflight_report.json
eurosat,1,1,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.5051851851851852,top1_acc,,,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_1/seed_2/20260518T020149_9d0c8b9d,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_1/seed_2/20260518T020149_9d0c8b9d/metrics.json,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_1/seed_2/20260518T020149_9d0c8b9d/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_051_proto_adapter_seed2_shot1/eurosat_remoteclip_vit_b32_proto_adapter_seed2/20260518T022206/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.5831481481481482,top1_acc,,,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_2/seed_2/20260518T020158_893dfb62,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_2/seed_2/20260518T020158_893dfb62/metrics.json,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_2/seed_2/20260518T020158_893dfb62/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_052_proto_adapter_seed2_shot2/eurosat_remoteclip_vit_b32_proto_adapter_seed2/20260518T022208/result_run_preflight_report.json
eurosat,4,4,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.6559259259259259,top1_acc,,,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_4/seed_2/20260518T020208_a4c0b802,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_4/seed_2/20260518T020208_a4c0b802/metrics.json,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_4/seed_2/20260518T020208_a4c0b802/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_053_proto_adapter_seed2_shot4/eurosat_remoteclip_vit_b32_proto_adapter_seed2/20260518T022209/result_run_preflight_report.json
eurosat,8,8,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.7,top1_acc,,,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_8/seed_2/20260518T020217_fc5e926f,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_8/seed_2/20260518T020217_fc5e926f/metrics.json,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_8/seed_2/20260518T020217_fc5e926f/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_054_proto_adapter_seed2_shot8/eurosat_remoteclip_vit_b32_proto_adapter_seed2/20260518T022210/result_run_preflight_report.json
eurosat,16,16,remoteclip_vit_b32,proto_adapter,proto_adapter,2,0.7122222222222222,top1_acc,,,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_16/seed_2/20260518T020226_4e6927ca,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_16/seed_2/20260518T020226_4e6927ca/metrics.json,results/raw/eurosat/remoteclip_vit_b32/proto_adapter/shot_16/seed_2/20260518T020226_4e6927ca/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_055_proto_adapter_seed2_shot16/eurosat_remoteclip_vit_b32_proto_adapter_seed2/20260518T022212/result_run_preflight_report.json
eurosat,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,2,0.5051851851851852,top1_acc,1,mean,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_2/20260518T020235_690e0aad,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_2/20260518T020235_690e0aad/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_2/20260518T020235_690e0aad/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_056_rs_cpc_seed2_shot1/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022213/result_run_preflight_report.json
eurosat,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,2,0.5051851851851852,top1_acc,1,random_group_mean,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_2/20260518T020244_a7cc3038,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_2/20260518T020244_a7cc3038/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_2/20260518T020244_a7cc3038/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_057_rs_cpc_seed2_shot1/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022214/result_run_preflight_report.json
eurosat,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,2,0.5051851851851852,top1_acc,1,medoid,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_2/20260518T020254_4d8a8c8f,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_2/20260518T020254_4d8a8c8f/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_2/20260518T020254_4d8a8c8f/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_058_rs_cpc_seed2_shot1/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022216/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,2,0.5831481481481482,top1_acc,1,mean,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_2/20260518T020303_3b9810a3,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_2/20260518T020303_3b9810a3/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_2/20260518T020303_3b9810a3/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_059_rs_cpc_seed2_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022217/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,2,0.5831481481481482,top1_acc,1,random_group_mean,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_2/20260518T020312_922c37b0,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_2/20260518T020312_922c37b0/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_2/20260518T020312_922c37b0/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_060_rs_cpc_seed2_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022219/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,2,0.6583333333333333,top1_acc,2,random_group_mean,20,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_2/20260518T020323_ebcf09d9,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_2/20260518T020323_ebcf09d9/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_2/20260518T020323_ebcf09d9/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_061_rs_cpc_seed2_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022220/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,2,0.5874074074074074,top1_acc,1,medoid,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_2/20260518T020332_6fb73d16,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_2/20260518T020332_6fb73d16/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_2/20260518T020332_6fb73d16/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_062_rs_cpc_seed2_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022221/result_run_preflight_report.json
eurosat,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,2,0.6583333333333333,top1_acc,2,medoid,20,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_2/20260518T020343_0b97e6d5,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_2/20260518T020343_0b97e6d5/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_2/20260518T020343_0b97e6d5/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_063_rs_cpc_seed2_shot2/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022223/result_run_preflight_report.json
eurosat,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,2,0.6559259259259259,top1_acc,1,mean,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_2/20260518T020353_6e2f38e7,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_2/20260518T020353_6e2f38e7/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/mean/seed_2/20260518T020353_6e2f38e7/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_064_rs_cpc_seed2_shot4/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022224/result_run_preflight_report.json
eurosat,4,4,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,2,0.6559259259259259,top1_acc,1,random_group_mean,10,remote_server,server_full,False,False,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_2/20260518T020402_9a39a223,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_2/20260518T020402_9a39a223/metrics.json,results/raw/eurosat/remoteclip_vit_b32/rs_cpc/shot_4/M_1/random_group_mean/seed_2/20260518T020402_9a39a223/metadata.json,outputs/preflight/post_run_result/eurosat_remoteclip_vit_b32/full_matrix_20260518T022057Z/cmd_065_rs_cpc_seed2_shot4/eurosat_remoteclip_vit_b32_rs_cpc_seed2/20260518T022225/result_run_preflight_report.json
